Temperature,Humidity,Wind Speed,General Diffuse Flows,Diffuse Flows,Power Consumption
21.22,80.3,0.267,0.077,0.13,Low
21.43,87.2,0.317,0.077,0.13,Low
25.87,87.8,4.91,0.077,0.13,Low
11.06,75.7,4.915,0.077,0.13,Low
19.49,80.8,4.916,0.077,0.13,Low
23.31,56.72,4.917,0.077,0.13,Low
12.88,75.8,4.919,0.077,0.13,Low
15.67,90.3,4.92,0.077,0.13,Low
21.96,87.4,4.926,0.077,0.13,Low
12.92,70.4,0.083,0.08,0.13,Low
20.63,76,0.151,0.08,0.13,Low
26.4,75.1,4.905,0.08,0.13,Low
25.37,90.5,4.908,0.08,0.13,Low
21.5,89.6,4.911,0.08,0.13,Low
25.27,91.4,4.911,0.08,0.13,Low
7.96,74.8,4.913,0.08,0.13,Low
18.82,87.3,4.915,0.08,0.13,Low
18.11,61.51,4.916,0.08,0.13,Low
26.05,41.02,4.917,0.08,0.13,Low
18.31,60.25,4.917,0.08,0.13,Low
16.4,82,4.917,0.08,0.13,Low
21.67,66.42,4.923,0.08,0.13,Low
17.05,75.6,4.923,0.08,0.13,Low
11.31,87.7,0.067,0.081,0.13,Low
11.5,76.7,0.079,0.081,0.13,Low
6.767,82.2,0.08,0.081,0.13,Low
8.01,87.4,0.083,0.081,0.13,Low
10.15,74.1,0.086,0.081,0.13,Low
14.64,62.25,4.914,0.081,0.13,Low
23.2,79.1,0.065,0.084,0.13,Low
13.26,84.7,0.074,0.084,0.13,Low
22.67,42.23,0.082,0.084,0.13,Low
15.51,67.71,0.082,0.084,0.13,Low
11.7,83.2,0.082,0.084,0.13,Low
8.52,89,0.082,0.084,0.13,Low
9.14,66.38,0.083,0.084,0.13,Low
7.08,84.6,0.083,0.084,0.13,Low
17.83,52.94,0.084,0.084,0.13,Low
14.01,88,0.084,0.084,0.13,Low
10.61,72.5,0.085,0.084,0.13,Low
11.36,87.6,0.086,0.084,0.13,Low
22.27,49.22,4.909,0.084,0.13,Low
23.15,50.42,4.909,0.084,0.13,Low
21.39,66.8,4.911,0.084,0.13,Low
19.52,77,4.911,0.084,0.13,Low
22.05,81.8,4.915,0.084,0.13,Low
19.78,70.4,4.916,0.084,0.13,Low
20.54,81.3,4.917,0.084,0.13,Low
24.35,89.4,4.917,0.084,0.13,Low
19.75,68.59,4.918,0.084,0.13,Low
22.26,70.8,4.918,0.084,0.13,Low
22.09,74.2,4.919,0.084,0.13,Low
22.6,46.72,4.926,0.084,0.13,Low
23.61,71.9,0.063,0.088,0.13,Low
14.94,70.6,0.07,0.088,0.13,Low
12.04,85,0.07,0.088,0.13,Low
10.47,78.2,0.078,0.088,0.13,Low
14.22,74.3,0.081,0.088,0.13,Low
6.483,86.3,0.081,0.088,0.13,Low
9.63,85,0.082,0.088,0.13,Low
8.67,90.1,0.087,0.088,0.13,Low
21.06,87.3,0.282,0.088,0.13,Low
22.54,79.5,4.907,0.088,0.13,Low
8.55,64.91,4.916,0.088,0.13,Low
23.46,62.05,4.92,0.088,0.13,Low
17.7,89.5,4.924,0.088,0.13,Low
10.07,85.7,0.08,0.091,0.13,Low
18.48,64.88,0.083,0.091,0.13,Low
7.61,84.6,0.086,0.091,0.13,Low
20.8,80.4,0.361,0.091,0.13,Low
22.7,79.5,4.91,0.091,0.13,Low
18.78,90.1,4.916,0.091,0.13,Low
22.97,47.45,4.92,0.091,0.13,Low
10.29,84.4,0.082,0.095,0.13,Low
22.14,46.45,4.91,0.095,0.13,Low
10.91,85.8,0.077,0.099,0.13,Low
6.244,83.6,0.084,0.099,0.13,Low
22.05,89.9,0.312,0.099,0.13,Low
24.52,59.22,4.906,0.099,0.13,Low
24.95,36.88,4.92,0.099,0.13,Low
21.78,77.8,4.92,0.099,0.13,Low
23.26,57.38,4.922,0.099,0.13,Low
20.86,43.87,0.081,0.102,0.13,Low
10.42,83.5,0.081,0.102,0.13,Low
13.08,45.21,0.083,0.102,0.13,Low
21.39,84.1,0.252,0.102,0.13,Low
24.08,60.36,4.903,0.102,0.13,Low
22.59,90.5,4.919,0.102,0.13,Low
15.36,76.6,0.079,0.11,0.13,Low
12.4,71.2,0.084,0.11,0.13,Low
19.77,57.07,0.085,0.11,0.13,Low
9.4,77.3,0.087,0.113,0.13,Low
15.53,77.2,4.913,0.113,0.13,Low
21.58,75.7,4.916,0.113,0.13,Low
23.83,86.2,4.915,0.146,0.13,Low
24.17,92.8,4.921,0.15,0.13,Low
14.96,78.9,0.081,0.004,0.133,Low
14.72,82.2,0.07,0.007,0.133,Low
15.65,85.4,0.066,0.015,0.133,Low
9.55,87.7,0.079,0.015,0.133,Low
13.84,82.8,0.087,0.015,0.133,Low
11.71,86.9,0.091,0.015,0.133,Low
16.25,87.1,0.065,0.018,0.133,Low
14.53,82.5,0.069,0.018,0.133,Low
15.82,84.3,0.074,0.018,0.133,Low
13.2,83.1,0.08,0.018,0.133,Low
12.01,87,0.08,0.018,0.133,Low
16.04,86.3,0.082,0.018,0.133,Low
15.62,87.1,4.91,0.018,0.133,Low
13.76,86.2,4.915,0.018,0.133,Low
12.73,63.05,4.92,0.018,0.133,Low
13.63,87.3,0.075,0.022,0.133,Low
16.77,57.29,0.076,0.022,0.133,Low
15.61,74.7,0.077,0.022,0.133,Low
15.31,78,0.079,0.022,0.133,Low
15.54,86.2,0.08,0.022,0.133,Low
13.65,52.57,0.081,0.022,0.133,Low
13.31,85.2,0.082,0.022,0.133,Low
11,84.6,0.086,0.022,0.133,Low
13.93,84.7,0.089,0.022,0.133,Low
15.36,79.2,4.909,0.022,0.133,Low
16.66,75.9,4.916,0.022,0.133,Low
14.62,81.8,0.066,0.026,0.133,Low
15,83.8,0.069,0.026,0.133,Low
16.59,86.8,0.07,0.026,0.133,Low
15.89,88.6,0.073,0.026,0.133,Low
14.88,84.8,0.074,0.026,0.133,Low
15.4,68.12,0.078,0.026,0.133,Low
14.79,85.7,0.08,0.026,0.133,Low
15.22,78.5,0.081,0.026,0.133,Low
15.13,85.4,0.082,0.026,0.133,Low
15.3,77.4,0.083,0.026,0.133,Low
13.48,84.5,0.086,0.026,0.133,Low
12.87,85.9,0.09,0.026,0.133,Low
12.27,71.2,4.915,0.026,0.133,Low
15.72,84.3,4.916,0.026,0.133,Low
16.17,87.4,0.065,0.029,0.133,Low
15.78,91,0.066,0.029,0.133,Low
15.76,90.3,0.072,0.029,0.133,Low
10.32,84.9,0.073,0.029,0.133,Low
15.97,84.5,0.074,0.029,0.133,Low
8.39,87.8,0.076,0.029,0.133,Low
16.26,73.7,0.078,0.029,0.133,Low
15.12,65.12,0.079,0.029,0.133,Low
12.79,68.5,0.079,0.029,0.133,Low
11.92,86.6,0.079,0.029,0.133,Low
14.22,85.6,0.08,0.029,0.133,Low
13.97,62.98,0.081,0.029,0.133,Low
14.22,86.9,0.082,0.029,0.133,Low
11.54,87.1,0.083,0.029,0.133,Low
11.2,76.4,0.085,0.029,0.133,Low
14.7,73.9,0.086,0.029,0.133,Low
17.1,70.9,4.908,0.029,0.133,Low
16.89,68.62,4.914,0.029,0.133,Low
12.64,63.35,4.92,0.029,0.133,Low
11.96,63.95,4.92,0.029,0.133,Low
16.02,84.5,0.073,0.033,0.133,Low
12.96,83.5,0.075,0.033,0.133,Low
18.18,77.9,0.076,0.033,0.133,Low
16.39,70.4,0.078,0.033,0.133,Low
15.85,73.8,0.078,0.033,0.133,Low
12.42,76.4,0.08,0.033,0.133,Low
11.36,75.1,0.081,0.033,0.133,Low
15.44,77.9,0.081,0.033,0.133,Low
15.78,86,0.081,0.033,0.133,Low
14.36,81.9,0.083,0.033,0.133,Low
15.72,87.6,4.907,0.033,0.133,Low
18.7,82.2,4.913,0.033,0.133,Low
16.41,81.9,4.918,0.033,0.133,Low
17.6,83.6,4.919,0.033,0.133,Low
17.24,90.4,0.067,0.037,0.133,Low
16.25,81.9,0.068,0.037,0.133,Low
19.68,89.7,0.068,0.037,0.133,Low
14.54,90.2,0.072,0.037,0.133,Low
12.14,84.2,0.074,0.037,0.133,Low
14.87,87.1,0.075,0.037,0.133,Low
12.59,76.1,0.079,0.037,0.133,Low
15.06,57.84,0.08,0.037,0.133,Low
12.63,83.1,0.08,0.037,0.133,Low
9.32,83.4,0.081,0.037,0.133,Low
15.89,66.17,0.082,0.037,0.133,Low
13.49,83.1,0.083,0.037,0.133,Low
16.85,71.3,0.084,0.037,0.133,Low
14.33,73.6,0.084,0.037,0.133,Low
15.12,73.9,0.084,0.037,0.133,Low
10.37,81.4,0.084,0.037,0.133,Low
15.84,81,0.085,0.037,0.133,Low
10.28,88.9,0.09,0.037,0.133,Low
12.72,84.9,0.093,0.037,0.133,Low
13.35,86.4,4.91,0.037,0.133,Low
16.96,73.2,4.915,0.037,0.133,Low
18.56,87.1,4.915,0.037,0.133,Low
16.85,68.02,4.916,0.037,0.133,Low
16.17,89,4.916,0.037,0.133,Low
14.53,74.1,4.917,0.037,0.133,Low
21.39,88.1,4.917,0.037,0.133,Low
8.42,78,4.918,0.037,0.133,Low
12.39,63.62,4.919,0.037,0.133,Low
11.25,72.1,4.919,0.037,0.133,Low
12.22,86.3,4.919,0.037,0.133,Low
15.51,90,4.922,0.037,0.133,Low
14.82,61.86,4.923,0.037,0.133,Low
16.02,81.8,0.073,0.04,0.133,Low
15.6,83.5,0.074,0.04,0.133,Low
8.58,87.2,0.075,0.04,0.133,Low
11.35,85.8,0.076,0.04,0.133,Low
15.9,83.1,0.077,0.04,0.133,Low
14.97,79.8,0.078,0.04,0.133,Low
16.01,53.1,0.079,0.04,0.133,Low
11.87,90.9,0.079,0.04,0.133,Low
15.6,79.6,0.08,0.04,0.133,Low
11.57,80.3,0.082,0.04,0.133,Low
10.49,84.2,0.082,0.04,0.133,Low
15.36,81.4,0.083,0.04,0.133,Low
11.71,75.8,0.084,0.04,0.133,Low
21.65,86.6,4.913,0.04,0.133,Low
15.89,90,4.916,0.04,0.133,Low
19.5,80.2,4.918,0.04,0.133,Low
19.09,81.1,4.919,0.04,0.133,Low
17.52,84.8,4.919,0.04,0.133,Low
16.54,89.8,4.919,0.04,0.133,Low
16.27,68.32,0.07,0.044,0.133,Low
15.03,83.7,0.07,0.044,0.133,Low
15.31,88.1,0.07,0.044,0.133,Low
15.05,88.7,0.071,0.044,0.133,Low
16.35,75.1,0.072,0.044,0.133,Low
15.73,84.9,0.073,0.044,0.133,Low
16.76,86.4,0.073,0.044,0.133,Low
13.73,82.5,0.074,0.044,0.133,Low
15.99,71.6,0.075,0.044,0.133,Low
15.18,71.1,0.077,0.044,0.133,Low
18.84,67.12,0.078,0.044,0.133,Low
14.11,81,0.08,0.044,0.133,Low
14.51,71.2,0.081,0.044,0.133,Low
8.96,88.9,0.081,0.044,0.133,Low
16.46,55.5,0.082,0.044,0.133,Low
11.99,87.8,0.082,0.044,0.133,Low
11.64,77.4,0.083,0.044,0.133,Low
17.76,68.35,0.084,0.044,0.133,Low
15.89,78,0.084,0.044,0.133,Low
16.23,59.24,0.085,0.044,0.133,Low
15.44,72.5,0.085,0.044,0.133,Low
10.09,89.4,0.09,0.044,0.133,Low
17,83.6,4.912,0.044,0.133,Low
20.61,72.7,4.916,0.044,0.133,Low
19.37,79.3,4.916,0.044,0.133,Low
18.08,51.79,4.918,0.044,0.133,Low
17.57,86.7,4.919,0.044,0.133,Low
20.07,88.9,4.92,0.044,0.133,Low
17.1,78.7,4.921,0.044,0.133,Low
17.47,79.1,0.065,0.048,0.133,Low
19.8,78.1,0.068,0.048,0.133,Low
15.44,86.3,0.07,0.048,0.133,Low
15.49,87.5,0.071,0.048,0.133,Low
15.2,89.3,0.071,0.048,0.133,Low
13.03,67.42,0.073,0.048,0.133,Low
15.55,70.8,0.073,0.048,0.133,Low
8.46,87.7,0.074,0.048,0.133,Low
15.52,87.9,0.074,0.048,0.133,Low
16.78,75.7,0.076,0.048,0.133,Low
15.6,78.8,0.079,0.048,0.133,Low
16.88,72.2,0.08,0.048,0.133,Low
15.84,87.4,0.08,0.048,0.133,Low
10.32,88.7,0.082,0.048,0.133,Low
12.35,75.8,0.083,0.048,0.133,Low
14.73,84.8,0.084,0.048,0.133,Low
15.51,64.38,0.085,0.048,0.133,Low
16.14,59.44,0.087,0.048,0.133,Low
19.13,80,4.911,0.048,0.133,Low
19.78,87.1,4.912,0.048,0.133,Low
17.12,70.5,4.916,0.048,0.133,Low
14.49,63.35,4.917,0.048,0.133,Low
17.96,87.4,4.917,0.048,0.133,Low
17.24,66.89,4.918,0.048,0.133,Low
17.68,88.7,4.918,0.048,0.133,Low
19.35,89.7,4.919,0.048,0.133,Low
17.17,85.2,4.92,0.048,0.133,Low
15.78,91.3,0.066,0.051,0.133,Low
14.61,81.6,0.068,0.051,0.133,Low
17.91,89.1,0.069,0.051,0.133,Low
15.11,89.6,0.069,0.051,0.133,Low
19.05,76.4,0.07,0.051,0.133,Low
19.17,69.85,0.072,0.051,0.133,Low
17.41,80.7,0.072,0.051,0.133,Low
20.36,86.6,0.072,0.051,0.133,Low
18.34,72.1,0.073,0.051,0.133,Low
18.22,70.9,0.077,0.051,0.133,Low
15.28,57.08,0.079,0.051,0.133,Low
17.53,70.1,0.079,0.051,0.133,Low
15.75,59.81,0.08,0.051,0.133,Low
16.62,80.6,0.08,0.051,0.133,Low
12.63,83,0.08,0.051,0.133,Low
9.81,85.7,0.08,0.051,0.133,Low
12.64,87,0.08,0.051,0.133,Low
14.11,88,0.081,0.051,0.133,Low
16.53,80.8,0.084,0.051,0.133,Low
19.22,61.26,0.114,0.051,0.133,Low
19.69,89.6,0.271,0.051,0.133,Low
17.16,84.9,4.913,0.051,0.133,Low
17.82,85.7,4.914,0.051,0.133,Low
18.17,87,4.916,0.051,0.133,Low
19.38,89.5,4.916,0.051,0.133,Low
12.89,72.7,4.918,0.051,0.133,Low
19.34,80.8,4.918,0.051,0.133,Low
15.9,77.7,4.92,0.051,0.133,Low
18.21,85,4.92,0.051,0.133,Low
15.94,89.1,4.921,0.051,0.133,Low
10.7,87.7,4.933,0.051,0.133,Low
18.72,87.5,0.067,0.055,0.133,Low
13.83,89.9,0.067,0.055,0.133,Low
14.76,91.5,0.067,0.055,0.133,Low
19.95,85.8,0.068,0.055,0.133,Low
19.79,81.1,0.069,0.055,0.133,Low
16.21,67.22,0.072,0.055,0.133,Low
16.37,74.8,0.073,0.055,0.133,Low
17.72,90,0.073,0.055,0.133,Low
15.38,57.01,0.079,0.055,0.133,Low
16.88,79.7,0.079,0.055,0.133,Low
17.13,69.13,0.081,0.055,0.133,Low
16.55,72.3,0.081,0.055,0.133,Low
19.65,74.4,0.081,0.055,0.133,Low
15.94,79.6,0.081,0.055,0.133,Low
9.46,83.3,0.081,0.055,0.133,Low
16.25,84.1,0.081,0.055,0.133,Low
12.32,84.2,0.082,0.055,0.133,Low
18.16,85.2,0.082,0.055,0.133,Low
16.08,80.8,0.085,0.055,0.133,Low
15.73,56.07,0.088,0.055,0.133,Low
15.49,81.8,0.09,0.055,0.133,Low
19.05,89,0.268,0.055,0.133,Low
19.38,82,4.914,0.055,0.133,Low
5.202,85,4.915,0.055,0.133,Low
17.61,89.5,4.915,0.055,0.133,Low
16.22,91,4.915,0.055,0.133,Low
21.11,81.1,4.916,0.055,0.133,Low
19.84,82.8,4.916,0.055,0.133,Low
15.19,85,4.916,0.055,0.133,Low
16.32,88.8,4.921,0.055,0.133,Low
9.36,79,4.922,0.055,0.133,Low
19.63,85.1,4.913,0.058,0.133,Low
15.97,79.7,4.918,0.058,0.133,Low
20.24,87.5,0.066,0.059,0.133,Low
20.68,89.7,0.066,0.059,0.133,Low
20.15,84,0.068,0.059,0.133,Low
18.49,86.3,0.068,0.059,0.133,Low
15.96,87.1,0.069,0.059,0.133,Low
16.4,76.6,0.07,0.059,0.133,Low
18.95,78,0.07,0.059,0.133,Low
18.76,71.7,0.071,0.059,0.133,Low
16.3,73.9,0.071,0.059,0.133,Low
16.76,86.3,0.072,0.059,0.133,Low
15.87,73.3,0.073,0.059,0.133,Low
12.47,52.27,0.075,0.059,0.133,Low
18.42,70.6,0.078,0.059,0.133,Low
12.39,84.9,0.078,0.059,0.133,Low
18.57,70.5,0.08,0.059,0.133,Low
13.36,86.4,0.08,0.059,0.133,Low
14.74,79.2,0.082,0.059,0.133,Low
13.61,73.2,0.084,0.059,0.133,Low
13.11,56.44,0.087,0.059,0.133,Low
18.06,88.1,4.913,0.059,0.133,Low
18.9,79.9,4.914,0.059,0.133,Low
15.25,85.5,4.915,0.059,0.133,Low
18.12,85.4,4.916,0.059,0.133,Low
18.59,83.9,4.917,0.059,0.133,Low
24.03,85.9,4.917,0.059,0.133,Low
18.25,86.5,4.92,0.059,0.133,Low
17.96,51.48,4.921,0.059,0.133,Low
20.15,79.7,4.922,0.059,0.133,Low
17.97,86.3,4.922,0.059,0.133,Low
23.44,76.5,0.065,0.062,0.133,Low
21.38,73.5,0.067,0.062,0.133,Low
20.1,85,0.067,0.062,0.133,Low
16.36,70.9,0.07,0.062,0.133,Low
10.59,84.5,0.072,0.062,0.133,Low
20.66,69.89,0.079,0.062,0.133,Low
19.4,67.49,0.168,0.062,0.133,Low
20.58,67.86,0.215,0.062,0.133,Low
22.04,65.99,0.278,0.062,0.133,Low
20.19,88.3,0.29,0.062,0.133,Low
25.68,91.2,4.908,0.062,0.133,Low
20.6,78.3,4.909,0.062,0.133,Low
14.96,71.7,4.913,0.062,0.133,Low
14.91,78.5,4.913,0.062,0.133,Low
5.109,85,4.913,0.062,0.133,Low
13.91,86.5,4.914,0.062,0.133,Low
15.88,86.9,4.915,0.062,0.133,Low
19.76,85.3,4.917,0.062,0.133,Low
24.46,91.5,4.918,0.062,0.133,Low
17.85,77,4.919,0.062,0.133,Low
21.05,79.1,4.919,0.062,0.133,Low
18.29,89,4.919,0.062,0.133,Low
17.86,81.4,4.92,0.062,0.133,Low
15.6,89.8,4.92,0.062,0.133,Low
14.87,70.7,0.067,0.066,0.133,Low
16.3,77.5,0.067,0.066,0.133,Low
19.42,85.2,0.068,0.066,0.133,Low
16.59,79.7,0.069,0.066,0.133,Low
19.16,92.3,0.07,0.066,0.133,Low
16.15,69.96,0.072,0.066,0.133,Low
20.26,85.9,0.072,0.066,0.133,Low
18.99,69.55,0.073,0.066,0.133,Low
21.91,47.16,0.075,0.066,0.133,Low
16.55,64.51,0.078,0.066,0.133,Low
14.47,80.8,0.081,0.066,0.133,Low
14.19,87.6,0.082,0.066,0.133,Low
18.51,67.91,0.083,0.066,0.133,Low
20.49,67.69,0.276,0.066,0.133,Low
20.91,87.2,0.287,0.066,0.133,Low
19.2,89.6,4.913,0.066,0.133,Low
20.88,73.9,4.914,0.066,0.133,Low
18.54,86.2,4.914,0.066,0.133,Low
17.96,90.2,4.914,0.066,0.133,Low
19.61,87.4,4.917,0.066,0.133,Low
21.42,64.95,4.918,0.066,0.133,Low
19.3,82.2,4.918,0.066,0.133,Low
24.26,89.9,4.918,0.066,0.133,Low
24.44,92.6,4.918,0.066,0.133,Low
18.78,87.8,0.07,0.069,0.133,Low
18.58,86,0.075,0.069,0.133,Low
15.63,81.6,0.087,0.069,0.133,Low
20.72,64.07,0.096,0.069,0.133,Low
19.56,73.9,0.221,0.069,0.133,Low
20.75,70.3,0.229,0.069,0.133,Low
24.98,81.4,4.912,0.069,0.133,Low
22.63,83.4,4.916,0.069,0.133,Low
24.32,84.3,4.917,0.069,0.133,Low
24.44,92.2,4.918,0.069,0.133,Low
17.89,85.2,4.919,0.069,0.133,Low
22.43,68.82,4.92,0.069,0.133,Low
23.43,63.69,4.924,0.069,0.133,Low
20.73,60.82,4.925,0.069,0.133,Low
14.3,84.6,0.074,0.07,0.133,Low
13.37,81.5,0.08,0.07,0.133,Low
13.01,57.64,0.081,0.07,0.133,Low
9.45,90.9,0.082,0.07,0.133,Low
9.98,85.1,0.087,0.07,0.133,Low
7.21,87.9,0.087,0.07,0.133,Low
17.78,76.5,0.068,0.073,0.133,Low
19.36,85.9,0.069,0.073,0.133,Low
15.25,72.7,0.07,0.073,0.133,Low
20.26,78,0.072,0.073,0.133,Low
12.52,85.1,0.08,0.073,0.133,Low
15.4,85.9,0.081,0.073,0.133,Low
16.54,64.03,0.084,0.073,0.133,Low
18.73,63.26,0.112,0.073,0.133,Low
20.37,57.85,0.295,0.073,0.133,Low
21.01,85.5,0.306,0.073,0.133,Low
21.32,87.5,0.36,0.073,0.133,Low
21.2,92.2,4.914,0.073,0.133,Low
17.86,68.85,4.916,0.073,0.133,Low
22.94,89.4,4.916,0.073,0.133,Low
17.49,72.9,4.917,0.073,0.133,Low
20.61,73.9,4.917,0.073,0.133,Low
17.07,85.2,4.917,0.073,0.133,Low
22.64,88.6,4.918,0.073,0.133,Low
24.3,57.59,4.922,0.073,0.133,Low
19.21,89.4,4.923,0.073,0.133,Low
20.8,75.9,0.067,0.077,0.133,Low
18.81,89.5,0.069,0.077,0.133,Low
20.99,75,0.072,0.077,0.133,Low
18.77,92.8,0.072,0.077,0.133,Low
19.96,46.14,0.081,0.077,0.133,Low
17.13,85.3,0.082,0.077,0.133,Low
22.83,73.8,0.101,0.077,0.133,Low
17.88,78.4,0.107,0.077,0.133,Low
22.4,80.1,0.254,0.077,0.133,Low
24.97,85.4,4.908,0.077,0.133,Low
21.5,87.9,4.913,0.077,0.133,Low
24.6,84.9,4.914,0.077,0.133,Low
18.45,85.5,4.915,0.077,0.133,Low
17.6,88.7,4.916,0.077,0.133,Low
16.93,64.12,4.917,0.077,0.133,Low
19.74,70.4,4.918,0.077,0.133,Low
20.61,75.6,4.918,0.077,0.133,Low
21.92,87.7,4.918,0.077,0.133,Low
22.44,69.19,4.919,0.077,0.133,Low
23.99,81.9,4.919,0.077,0.133,Low
24.18,81.6,4.92,0.077,0.133,Low
16.85,86.1,4.921,0.077,0.133,Low
18.45,62.68,0.08,0.08,0.133,Low
21.81,42.07,0.081,0.08,0.133,Low
16.36,80.6,0.087,0.08,0.133,Low
21.77,68.42,0.284,0.08,0.133,Low
18.69,82.3,4.914,0.08,0.133,Low
21.43,80.3,4.917,0.08,0.133,Low
21.19,72,4.918,0.08,0.133,Low
24.45,37.81,4.922,0.08,0.133,Low
19.72,88.8,4.923,0.08,0.133,Low
21.63,59.15,4.927,0.08,0.133,Low
23.57,72,0.06,0.084,0.133,Low
18.52,76.1,0.081,0.084,0.133,Low
24.11,55.45,0.326,0.084,0.133,Low
21.11,78.7,0.36,0.084,0.133,Low
22.95,66.86,4.903,0.084,0.133,Low
18.11,90.3,4.916,0.084,0.133,Low
21.7,62.62,4.917,0.084,0.133,Low
20.78,81.8,4.919,0.084,0.133,Low
23.02,72.4,0.057,0.088,0.133,Low
13.55,83.5,0.079,0.088,0.133,Low
22.57,42.6,0.08,0.088,0.133,Low
19.24,61.12,0.081,0.088,0.133,Low
15.97,66.01,0.082,0.088,0.133,Low
22.73,61.75,0.27,0.088,0.133,Low
20.76,62.95,0.285,0.088,0.133,Low
20.68,77.9,4.91,0.088,0.133,Low
24.5,88.2,4.91,0.088,0.133,Low
24.06,85.8,4.915,0.088,0.133,Low
22.63,86.7,4.915,0.088,0.133,Low
22.91,42.41,4.918,0.088,0.133,Low
19.87,71.5,4.918,0.088,0.133,Low
24.11,82,4.919,0.088,0.133,Low
21.9,87.4,4.919,0.088,0.133,Low
22.3,89.4,4.922,0.088,0.133,Low
17.55,81.7,0.068,0.091,0.133,Low
22.08,90,0.318,0.091,0.133,Low
23.67,78.2,4.91,0.091,0.133,Low
21.37,50.16,4.911,0.091,0.133,Low
22.62,60.35,4.911,0.091,0.133,Low
21.4,66.29,4.916,0.091,0.133,Low
20.82,73.1,4.918,0.091,0.133,Low
24.37,91.5,4.923,0.091,0.133,Low
22.93,77,0.239,0.095,0.133,Low
22.26,89.2,0.31,0.095,0.133,Low
22.13,45.59,4.913,0.095,0.133,Low
20.38,81.3,4.913,0.095,0.133,Low
20.53,73.5,4.916,0.095,0.133,Low
22.22,89.2,0.313,0.099,0.133,Low
26.23,61.22,4.903,0.099,0.133,Low
23.18,71.8,4.908,0.099,0.133,Low
23.75,86.1,4.915,0.099,0.133,Low
19.07,87.2,4.915,0.099,0.133,Low
20.05,59.19,4.907,0.106,0.133,Low
24.45,53.48,4.908,0.106,0.133,Low
19.9,45.75,4.908,0.11,0.133,Low
21.01,59.81,0.086,0.113,0.133,Low
23.94,55.55,0.308,0.113,0.133,Low
23.08,78.6,4.914,0.117,0.133,Low
14.54,85,0.082,0.121,0.133,Low
18.8,61.33,0.097,0.132,0.133,Low
21.72,51.65,4.905,0.15,0.133,Low
13,64.79,0.084,0.022,0.134,Low
14.11,66.32,0.08,0.029,0.134,Low
13.64,81.4,0.082,0.029,0.134,Low
5.488,87.1,0.087,0.029,0.134,Low
13.24,85.8,0.088,0.029,0.134,Low
10.61,62.05,4.92,0.029,0.134,Low
13.74,70.8,0.071,0.033,0.134,Low
12.32,86.6,0.085,0.033,0.134,Low
10.03,61.05,0.09,0.033,0.134,Low
13.87,64.49,0.076,0.037,0.134,Low
13.39,70.8,0.08,0.037,0.134,Low
5.258,86,0.083,0.037,0.134,Low
8.28,88.2,0.085,0.037,0.134,Low
13.59,76.2,0.086,0.037,0.134,Low
15.52,66.89,0.083,0.04,0.134,Low
7.5,88.9,0.083,0.04,0.134,Low
9.87,88,0.084,0.04,0.134,Low
11.72,68.62,0.085,0.04,0.134,Low
10.23,73.1,0.085,0.04,0.134,Low
8.51,85.8,0.087,0.04,0.134,Low
6.648,66.18,0.088,0.04,0.134,Low
12.57,69.05,0.079,0.044,0.134,Low
9.37,91.3,0.08,0.044,0.134,Low
14.51,56.61,0.081,0.044,0.134,Low
11.44,87.4,0.081,0.044,0.134,Low
14.6,61.28,0.083,0.044,0.134,Low
15.25,64.05,0.083,0.044,0.134,Low
4.753,75.7,0.083,0.044,0.134,Low
10.48,82.8,0.083,0.044,0.134,Low
17.55,58.01,0.084,0.044,0.134,Low
8.83,87.7,0.084,0.044,0.134,Low
17.63,45.39,0.086,0.044,0.134,Low
10.14,76.5,0.086,0.044,0.134,Low
13.31,45.31,0.087,0.044,0.134,Low
10.58,61.32,4.921,0.044,0.134,Low
11.43,83.6,0.069,0.048,0.134,Low
9.58,84.5,0.075,0.048,0.134,Low
11.19,87.1,0.079,0.048,0.134,Low
10.34,72.2,0.08,0.048,0.134,Low
7.23,89.8,0.082,0.048,0.134,Low
7.22,89.5,0.083,0.048,0.134,Low
10.06,76.1,0.086,0.048,0.134,Low
5.593,73.4,0.087,0.048,0.134,Low
10.6,46.71,0.09,0.048,0.134,Low
12.03,67.75,4.912,0.048,0.134,Low
11.54,85.8,0.068,0.051,0.134,Low
13.65,72.6,0.07,0.051,0.134,Low
14.92,67.26,0.073,0.051,0.134,Low
13.89,64.03,0.075,0.051,0.134,Low
13.46,72.4,0.077,0.051,0.134,Low
13.05,70.6,0.078,0.051,0.134,Low
13.46,58.6,0.081,0.051,0.134,Low
5.02,79.7,0.081,0.051,0.134,Low
9.9,89.7,0.081,0.051,0.134,Low
13.38,58.64,0.083,0.051,0.134,Low
12.52,60.98,0.083,0.051,0.134,Low
10.68,87.6,0.083,0.051,0.134,Low
6.829,89.8,0.084,0.051,0.134,Low
9.7,69.58,0.085,0.051,0.134,Low
12.21,69.99,0.085,0.051,0.134,Low
7.1,73.4,0.086,0.051,0.134,Low
9.24,60.7,0.091,0.051,0.134,Low
6.876,75,4.915,0.051,0.134,Low
9.22,62.27,4.918,0.051,0.134,Low
11.99,70.8,0.075,0.055,0.134,Low
12.45,64.59,0.077,0.055,0.134,Low
14.95,73,0.077,0.055,0.134,Low
14.13,83.5,0.079,0.055,0.134,Low
11.32,51.5,0.08,0.055,0.134,Low
14.3,77.7,0.081,0.055,0.134,Low
